id,GPStime,centralFreq,peakFreq,snr,ifo,bandwidth,duration
OV83WQHqT1,1127202993.466,1212.732,149.414,117.597,L1,2361.463379,1.25
VmlHngT47q,1128421802.832,520.036,134.965,9.582,L1,792.054199,0.055
UsipZ8WQB7,1132338654.592,112.066,89.676,12.454,L1,155.81163,0.25
ceGxMyXvtj,1133761775.352,1930.033,211.477,17.118,H1,3791.745361,0.375
p55Znr5XXl,1136035998.438,3004.12,28.094,20.768,H1,5984.87793,3.656
88y8sx6Zbp,1135893869.156,3977.241,31.546,11734.062,H1,7946.48291,16.531
zdtpSQtlCC,1136406856.813,3458.982,10.627,27.287,H1,6905.679688,4
fBm92NmJSe,1130858256.938,3996.754,43.639,7.563,L1,7907.458008,0.875
MmvzgzyMfu,1128668902.99,169.347,190.779,10.311,L1,274.693451,0.313
N3Dh5eq89p,1135610732.141,1233.266,10.501,11.584,L1,2456.618408,0.375
SZb1rKuCaX,1126723955.529,823.109,417.4,13.822,H1,1527.675171,0.063
5WeKkUnRDz,1127482913.206,255.298,99.067,62.773,H1,446.595856,0.813
3ggJ9m9yKH,1135611730.344,12.781,10.88,8.452,L1,10.33876,0.313
OI2XiG23Ns,1128741752.956,458.022,149.414,16.597,H1,797.50116,0.188
hw7qaQExDE,1128421763.121,190.372,134.965,11.001,L1,228.645737,0.055
tyFR3zYoXX,1135148671.715,2633.656,324.754,125.483,H1,5243.932617,2.25
wuDFXNaGXP,1135536052.141,3941.638,10.501,8.334,L1,7868.052246,1.621
R76JNR8fIM,1135558638.615,3063.922,2027.842,7.963,H1,2888.820557,0.293
YJgrwsBFF5,1127171983.604,260.916,111.062,16.017,H1,403.289337,0.156
JH65FTa7hg,1133144746.294,3921.941,137.711,9.946,H1,7759.218262,0.055
865OWxH2QF,1134631998.875,3001.351,10.93,55.913,L1,5990.416504,4.477
SlmTOyn98a,1129052626.719,1521.968,35.36,45.295,L1,2979.936523,6.77
m490Gl8NV5,1127468211.835,1216.381,417.4,37.704,H1,2354.164307,0.313
mvKtQQC8h7,1130409337.422,195.779,163.968,8.921,L1,191.902512,2.188
S4cjwqLOgg,1129801785.382,1838.466,2025.31,22.296,H1,3612.932861,0.188
PKB1Bem3ns,1132888745.985,560.739,170.654,9.967,H1,991.464783,0.031
y22wLm09CK,1133690701.383,2667.015,19.983,184.989,H1,5326.029785,5.797
UloBcSZXKE,1130299148.669,3712.812,206.402,8.085,L1,7178.208496,1.773
rv2x4YWePu,1130516942.734,60.639,59.708,10.982,H1,15.21032,0.875
cVuG8jZfCF,1133353848.653,384.261,137.711,8.576,H1,607.406616,0.125
AQpeRnhYvu,1130156004.775,4036.002,163.105,7.979,L1,7828.960449,1.313
QF3KWmn4tK,1136395538.094,3423.576,19.962,14.236,H1,6831.927734,2.345
GdiurNY51B,1132967191.813,48.427,48.423,7.506,H1,1.37357,0.875
6A3pLF6sbx,1132651236.405,365.148,170.654,14.229,H1,645.632141,0.125
76nWlmmVMt,1129676561.703,892.194,60.799,12.47,H1,1687.861694,0.625
b2ei8XjmJo,1130592235.58,352.957,58.396,50.461,L1,670.013184,1.125
ym1H9eMBLf,1135631171.43,2441.006,13.013,11.227,L1,4869.726563,1.82
jc0UdVlJRM,1128258880.922,57.674,60.799,10.723,H1,36.74968,0.469
jS8EioSLYH,1135522925.25,3978.313,13.9,39.812,L1,7944.340332,4.535
9r48rftUCI,1136037136.255,447.433,170.654,13.787,H1,810.202271,0.125
Ydva0P1WOQ,1133691463.938,2198.795,31.825,32.393,H1,4353.101074,2.625
gli4mQxoj3,1131748018.148,1232.788,324.754,21.836,L1,2457.575439,1.5
XZThq4QAVJ,1133690620.313,3028.921,54.756,7.833,H1,6017.745605,1.625
XBIQ0nA0fK,1134006458.959,303.81,262.065,10.856,H1,502.703705,0.031
iYbtY71bgR,1135680109.125,2645.184,10.179,17.338,L1,5282.095215,9.082
5K3U5UIKQF,1126581695.236,140.865,80.667,14.976,L1,217.730896,0.422
GDPLbY9qBK,1134918809.123,3518.528,89.676,18.914,H1,7024.77002,3.135
b76YZMmFfi,1135336529.243,256.501,137.711,14.78,H1,382.988556,0.125
FGxXfDHHvo,1129786304.189,1280.328,190.779,7.979,L1,2291.00293,0.633
tuw9R5jv7q,1135460751.153,440.05,111.128,19.43,H1,824.968018,0.5
65O5wUcQ0K,1135375141.658,1529.163,89.676,13.64,H1,3003.194336,0.221
YBUt7zGe0p,1132737542.395,3198.093,47.124,86.022,H1,6377.319336,2.5
7nLzZvkp9b,1133991128.523,444.43,48.249,34.849,H1,867.676147,1
MvxwZEIIXr,1136962804.486,3392.226,89.676,125.283,H1,6755.480957,2.125
xhLshkBnJI,1137228333.209,1524.774,1527.022,10.045,L1,1025.355835,0.105
IOjKPOeD4g,1135137681.625,2645.116,10.179,49.849,L1,5282.231934,5.531
6tapCAg6iU,1127719888.661,1862.668,121.663,12.277,L1,3661.336426,0.369
IU09IEDgHQ,1131947628.861,2384.34,89.676,11.909,H1,4713.546875,0.241
DXBe3qTWQf,1135677799.277,675.659,211.477,26.989,H1,1267.068604,0.313
ODFrZpYoNc,1136397960.776,3551.924,262.065,25.866,H1,7091.562988,4.313
bp2tAi8wle,1129769713.873,83.413,53.485,10.532,H1,102.826599,0.125
5R5HuiV7qt,1128013066.593,444.386,183.495,59.491,H1,824.772766,0.375
RLtc8ZFDn9,1135101191.719,3576.408,10.88,35.693,L1,7142.90332,3.5
3gserzDFHM,1128666742.993,204.324,149.414,16.614,L1,344.648926,0.313
gbMg9a9zFb,1137045359.656,1549.453,402.439,88.128,H1,3075.827148,2
iRvh89Ww1o,1136515363.902,3644.073,795.264,11.313,L1,5912.216797,1.369
3OXE65hT2Q,1132764705.292,443.347,262.065,22.837,H1,818.37384,0.25
doicjZTFIE,1134480901.125,439.883,31.943,11.868,H1,843.865295,1.813
91HFFIH8Ja,1126601017.453,64.347,60.799,14.064,H1,50.095501,0.813
FhK0woOwWP,1127316206.681,444.386,99.067,14.174,H1,824.772766,0.393
vrvVRlld82,1130137077.525,3209.419,58.396,12.793,L1,6374.348633,0.5
tEJg7NTvNA,1127808807.57,802.791,46.733,543.006,L1,1541.581543,4.875
n2bXEfhGcq,1128421720.949,182.187,134.965,10.003,L1,227.876022,0.242
jkX6aFMFP6,1128148267.731,261.106,212.58,7.724,L1,231.086746,0.52
FPNQHDEAil,1134919782.125,3344.268,10.072,108.359,H1,6678.62207,22
tYlUvqAjKD,1130687504.159,376.485,170.654,10.175,H1,622.957153,0.023
PiWgCtTpVJ,1129298442.427,261.106,236.873,8.082,H1,231.086746,0.203
sTw0smNoaC,1128130632.429,204.324,149.414,14.646,H1,344.648926,0.234
TdoNGeZeSs,1126877630.85,1001.243,225.349,284.577,H1,1938.485962,4.625
2uYeC6ZrVB,1132664449.81,3002.444,111.128,71.966,H1,5968.986328,0.916
eUVXr9yUNk,1127453490.928,169.563,153.654,7.771,L1,160.336334,0.848
obz24tVYQO,1128678698.596,300.035,65.684,73.687,H1,536.069153,1.125
IZDLIX5gJf,1126874091.39,378.457,149.414,11.078,H1,638.371704,0.063
kimk3fumZ3,1128421586.254,236.863,134.965,8.338,L1,211.306503,0.047
aGRBiD8fGe,1127756337.431,1653.409,512.608,998.266,H1,3242.818115,5.813
AeIMAdyF6s,1134633852.063,3458.982,10.771,49.88,L1,6905.679688,7
Wk6br4zZ0w,1135819541.092,3204.141,58.396,176.375,L1,6384.904297,3.074
ObDJTIPfHH,1130951651.859,61.445,59.708,13.706,H1,38.22551,1
JIFqGQ3R1t,1134155188.383,2495.42,39.717,12.683,L1,4935.708008,0.625
WDTzJ0DxC3,1136440149.594,2753.08,11.319,16.609,H1,5490.936523,2.25
VySk7iMSez,1132988291.688,2485.553,11.52,12.376,L1,4955.882813,3.25
lWBDM8vsJP,1133754844.531,13.692,12.84,9.214,H1,8.51787,1.25
qz9kl96Wqz,1127258372.796,385.217,225.349,15.667,L1,624.852112,0.063
TJzkFJKR6W,1129776502.616,1228.915,225.349,36.813,H1,2393.82959,0.375
swaC6kQivA,1135954803.213,3130.572,58.396,112.628,H1,6237.765137,2.59
v22GiYJkzj,1132331939.542,3570.019,324.754,26.96,H1,7055.374023,0.229
zR7eU32Ul6,1135740219.875,2441.74,10.362,8.078,H1,4868.257324,2.25
liMD3libAI,1129348289.201,1984.275,1274.367,8.05,L1,3858.506348,0.925
M2QV7KivQ3,1134162899.313,2679.629,20.755,11.979,H1,5330.286621,2.598
zAi4HkkeMN,1135501612.125,3978.313,11.127,16.52,L1,7944.340332,2.25
gBKeQBvL2Y,1132922118.402,87.773,47.124,19.213,L1,131.055557,0.75
SYZzIe83uL,1132236088.424,837.414,262.065,17.215,H1,1569.912109,0.125
uPDfrBzKS1,1127454053.326,102.44,65.684,10.554,H1,126.280907,0.219
OxECGTkjJm,1129193726.691,106.922,80.276,7.883,H1,117.316963,0.078
YDZYlKSKLe,1128054209.553,1972.764,225.349,4228.281,H1,3881.52832,5.977
mZLOPDMd2w,1136512488.847,1849.765,111.128,17.589,H1,3684.306396,2.564
lrrFCS1M5j,1133991121.258,2580.724,48.249,31.814,H1,5125.547363,0.469
el378gLUv8,1133186991.445,2368.489,324.754,22.459,H1,4606.963867,0.198
075BYxaRNt,1129749062.967,190.182,171.213,8.278,L1,119.097008,0.393
PvlyRessZt,1135195216.813,3741.374,10.771,21.921,L1,7470.462891,3.5
9pFotHEQCW,1127534118.234,60.527,60.799,12.035,H1,24.528191,0.625
545qACJa9D,1130245118.541,1257.646,163.105,7.506,L1,2315.63623,0.605
e2R3I1qary,1126939182.508,1596.213,46.733,514.738,L1,3128.425537,4.875
K6367OTtyB,1132246095.137,452.496,262.065,12.213,H1,800.075928,0.031
g0UHF8d6Ok,1127783820.423,147.001,149.414,9.974,L1,205.458984,0.109
z8i6dQDIYH,1132809122.98,3723.134,38.027,1898.05,H1,7436.354004,7.492
FWpcE4Ju4g,1127453495.59,1347.011,169.15,7.95,L1,2524.543457,1.453
O90ypwEYro,1128421704.855,182.187,134.965,8.309,L1,227.876022,0.141
0v1QV37R4c,1136405530.438,3978.313,11.52,53.297,L1,7944.340332,4.75
AxHx2fJxGt,1130248103.438,3647.997,64.915,9.683,L1,7170.40918,0.875
CamP8aaRQk,1127097856.304,1889.597,417.4,45.391,H1,3715.194824,1.171
jF12gyszNT,1135882603.661,1250.255,402.439,85.86,H1,2482.273682,2.75
0u6A6YKT5w,1133186778.435,1240.268,262.065,19.16,L1,2396.285645,0.225
24cwsRabNt,1135117588.266,2441.74,12.239,20.968,L1,4868.257324,2.5
0XoB2drsBq,1134368538.765,1560.763,170.654,12.531,L1,3053.206055,0.063
YNhe96Blrn,1134168474.313,2740.96,21.128,9.668,H1,5446.018066,1.75
eqdQRO5EHd,1136216754.375,2373.628,10.93,22.87,L1,4734.970215,4.75
CtN1ah8TN7,1135148537.32,3940.311,13.013,37.241,L1,7870.70752,3.561
s30ipkXHka,1128331773.271,300.035,99.067,10.596,H1,536.069153,0.109
YX26BWJjXt,1129788555.779,1212.732,417.4,78.254,H1,2361.463379,1.125
k891qgSF16,1134875599.867,3902.775,13.013,11.293,L1,7797.550293,3.809
hxfk7rGfx1,1135525745.75,3979.047,13.769,20.547,L1,7942.870605,5.875
4bJoYtpbXm,1127321086.536,182.983,149.414,8.048,H1,247.421844,0.02
TMCutKakEp,1132228046.875,3722.656,24.054,604.371,L1,7437.311035,8.359
dJCKD94p5n,1128124332.429,204.324,149.414,15.774,H1,344.648926,0.313
31vHGaKGWi,1128404144.832,149.798,120.558,8.866,L1,158.552063,0.047
IhJapJIEnN,1135550645.719,3977.607,18.742,203.312,L1,7945.751465,15
nQeXuhnBYK,1132075338.388,1050.942,137.711,12.967,H1,1996.967163,0.27
GxvYVcMTnJ,1129317903.633,1891.203,41.94,1670.878,H1,3718.40625,7.25
idabRntvXd,1134546991.291,87.773,72.366,9.179,H1,131.055557,0.07
TmXIo4eorD,1134301003.327,2973.173,170.654,21.311,H1,5878.025879,0.281
yxumvoPABn,1132715748.592,447.433,262.065,18.684,H1,810.202271,0.188
bsUu05jfai,1134474767.125,26.16,30.181,10.86,H1,15.9996,1.25
vO1zez0bO9,1132147679.375,2435.093,10.179,12.629,L1,4854.962402,2.75
WcxGRmo7nU,1132769218.129,393.896,211.477,9.742,H1,588.13623,0.035
9pI3l3y1ZC,1128291618.575,1215.747,121.663,21.172,H1,2352.896729,0.246
FDK4PZjgYz,1134920779.472,2473.247,137.711,40.748,H1,4934.208008,3.5
4wCKAXxuWZ,1132891778.849,2819.819,137.711,250.725,H1,5620.771484,2.25
sesnOptvgS,1132889292.216,554.465,324.754,16.767,H1,1004.013428,0.109
8QXwNoIKwk,1133289849.593,3981.086,111.128,125.495,L1,7938.793457,1.75
Ee1JhhvDHW,1126409692.281,273.811,39.634,803.881,L1,483.622375,3
ILzXNTBiwi,1129523294.609,57.674,59.089,13.707,H1,36.74968,0.75
mGF52G4pLB,1129967985.203,28.409,22.047,16.885,H1,27.84621,0.25
7OYV7tXqEI,1133114777.322,517.17,58.396,19.174,H1,989.850891,1.25
X5Co8wejgE,1127976650.207,1212.732,276.75,81.655,L1,2361.463379,0.25
mVDeJtzwbZ,1135326487.563,3873.042,21.507,10.767,H1,7710.182617,1.639
KcPg9ZLzeB,1127679026.813,1862.668,33.663,31.456,L1,3661.336426,4.951
2fFnxMuRqR,1129168100.665,444.386,183.495,99.595,H1,824.772766,0.75
9B3ijIqRKf,1128332954.966,1972.764,225.349,131.248,H1,3881.52832,1.625
0ZGcigamqD,1135446248.875,3545.79,21.071,2438.284,H1,7083.579102,12.109
4M0gisSTYZ,1128421685.27,210.067,134.965,7.709,L1,172.116394,0.031
EYRGBQiR6H,1129659584.813,207.974,121.663,29.047,H1,337.349854,0.219
0oSeFfbdPT,1133274484.366,447.433,170.654,13.498,H1,810.202271,0.156
0Ca8SWbeAh,1129566059.938,1521.968,32.703,415.11,L1,2979.936523,6.875
kTWD7wfvyE,1134326434.631,1262.34,324.754,36.239,L1,2458.10376,0.281
X8EfpGHDbg,1131977268.216,370.211,111.128,18.922,H1,635.505798,0.313
RL5Q4VPKKB,1135709725.056,250.227,111.128,11.08,H1,395.537262,0.188
0UElF1hrSB,1132623128.947,4135.711,1288.048,10.734,L1,6158.47998,0.472
toYgdOI3cI,1135121736.188,3586.373,10.416,29.594,L1,7157.521484,4.965
QbhgF5vcNX,1137228432.123,1527.933,1527.022,8.987,L1,1057.748413,0.07
I9RqCMdTWV,1131899057.141,3977.72,10.501,19.95,L1,7945.525879,2.5
SyocPbG55b,1136865131.208,3977.72,170.654,1101.891,H1,7945.525879,7.5
z1RpjNuGjr,1127308709.837,955.305,121.663,21.413,H1,1814.084351,0.22
Rj5HCmM4wh,1135429383.226,1356.819,170.654,7.765,H1,2514.402832,0.563
bwvN4Zsi66,1127221823.382,303.684,183.495,32.52,H1,528.770081,0.188
1fgJRveZ7B,1133788358.129,2961.938,38.027,70.776,H1,5900.49707,2
k50c3AQEFC,1129498380.32,135.799,110.678,8.182,H1,135.098602,1.477
rtDJ0on6B5,1130976363.147,1037.735,402.439,24.318,H1,1945.455933,0.109
t4csGwPGLe,1132533351.568,1262.776,498.708,23.743,H1,2457.231934,0.219
9xe9yNUIp5,1128421800.254,190.372,134.965,9.734,L1,228.645737,0.047
67RWSVigLp,1132042730.713,2270.81,72.366,13.709,H1,4475.043945,0.375
qrTUbPDwDH,1136111097.149,2403.06,498.708,17.034,H1,4676.106445,0.109
DoQWd4DqYt,1130226784.88,294.661,137.711,41.065,H1,521.001648,0.438
B7fp0StEsJ,1132504636.679,1577.213,170.654,158.709,H1,3140.734619,2
H70euxrbox,1126807660.231,1367.522,121.663,34.761,H1,2671.043701,1.088
veLtXKvm5S,1129624733.162,809.473,80.667,19.916,H1,1554.946655,0.75
xIpI9CMNMw,1130389289.156,3004.108,138.308,8.669,L1,5816.155762,1.438
RbwAy6Oack,1129551502.862,809.473,276.75,49.478,H1,1554.946655,0.375
wmXBvuJJkN,1135887546.107,549.298,262.065,13.967,H1,1014.346558,0.063
OsRZeWmyVC,1128216534.222,1551.772,149.414,57.711,H1,3039.544189,0.888
T8Envi8aOu,1131484776.625,3582.125,28.248,21.406,L1,7131.470703,4.357
iX550YVeMI,1126778316.915,444.386,121.663,12.906,H1,824.772766,0.125
yr0fPwu1Ev,1135280343.063,1123.092,21.128,7.999,H1,2207.499023,1.414
FkI0pJcpmZ,1127804696.495,662.101,417.4,48.72,H1,1260.20105,0.188
wPlwiVpC1R,1132674193.686,121.215,89.676,8.013,H1,137.513718,0.031
nCrsdREUzI,1136513464.656,2392.411,11.319,17.924,H1,4769.597656,3.254
zA7jcd52Qn,1133065986.995,370.211,111.128,13.079,H1,635.505798,0.094
CCALbufilm,1133478604.961,3741.374,13.013,22.821,L1,7470.462891,3
ysSzykoKTh,1136397868.431,1945.456,137.711,26.1,H1,3760.898682,0.039
KpBPLFLlBe,1128867248.225,60.697,53.485,9.724,H1,57.394569,0.227
3Pl8GZ65bW,1129985873.757,245.06,137.711,26.006,L1,405.870361,0.281
tYby5Z6FK5,1135438053.559,148.282,38.027,16.594,H1,267.592438,1
yURNKljoDD,1129739504.425,189.742,121.663,10.671,H1,233.902252,0.078
YlcZpT5ga5,1134384157.639,3002.996,58.396,287.872,H1,5987.125977,3.375
fZjIzBrESI,1132480132.228,671.677,170.654,14.556,H1,1275.033447,0.125
4ZzTArvUA7,1132413573.488,1560.763,324.754,29.35,H1,3053.206055,0.125
2fHsA9Mz5u,1128421675.715,182.187,134.965,9.269,L1,227.876022,0.047
X1vhLYTdcE,1131640443.409,298.747,170.654,13.877,L1,512.830017,0.125
opKX2ao8lT,1129008293.594,50.036,38.519,7.854,H1,33.23175,1.125
5WxGV6HWKi,1135894296.438,3941.626,10.771,9.371,L1,7868.077637,1.545
9glLh0LfeU,1132842290.625,2028.484,18.811,10.176,L1,4020.715576,2.5
C8LDZlBPZx,1134478327.563,27.699,20.388,11.442,H1,19.49617,2
ZzK9qapmuh,1127563549.998,2011.657,190.779,7.77,L1,3803.743408,0.494
cJJWFhJyjQ,1126530197.966,542.099,121.663,67.856,H1,1020.198975,0.469
ao1XabxcyS,1136207277.395,3471.074,468.632,9.331,L1,6219.116699,0.548
MKvq2WIOhx,1129542432.359,57.674,59.089,13.215,H1,36.74968,0.75
aqIzwW7nPI,1137025524.063,1460.727,11.52,47.577,L1,2913.45459,4.023
4aMAeXX0lg,1127392444.337,300.035,99.067,27.446,H1,536.069153,0.563
2CdQjs6WOK,1136519567.188,3809.291,10.771,10.382,L1,7603.357422,5.75
xg1Zh9dBEk,1133956247.914,1231.445,39.717,14.566,L1,2418.400635,0.625
lrBjDHxGCx,1135147767.563,3127.799,11.139,54.981,L1,6243.312012,6
7lhoLcej4R,1128037101.578,56.045,59.089,11.155,H1,33.492142,0.563
IjPnVa4aF0,1135190236.037,116.152,89.676,12.522,H1,147.640045,0.219
gelLscAsq0,1137230123.076,1534.451,1527.022,9.528,L1,1044.711426,0.063
aPgqgR7hkV,1135183872.875,2375.01,11.53,9.701,L1,4732.207031,1.5
HiTTa2NuJ1,1135513379.609,2473.981,10.501,8.857,L1,4932.738281,2.5
CodAxfAsAw,1136038240.063,3946.808,44.054,13.722,H1,7857.713867,1.781
xAybP0QpUu,1128421604.801,200.225,134.965,7.778,L1,284.582275,0.141
ZUtjWt3mFa,1133733607.121,3978.313,30.687,842.259,L1,7944.340332,5.333
czTaYNXvb8,1127817744.344,348.401,64.579,7.915,L1,577.728149,0.813
FUCbNmB0fZ,1135807340.917,1485.282,324.754,97.201,H1,2951.697754,2.5
HKdinrjx0K,1128421703.707,164.063,127.559,8.958,L1,264.125488,0.063
VBjLJPvODP,1126813990.433,1748.486,99.067,82.266,H1,3432.9729,0.797
eNuy9G0wSZ,1129093461.891,62.156,60.799,12.015,H1,27.78573,0.563
1gUA6jmN4G,1133288616.729,153.108,58.396,189.849,H1,277.244598,3
KEA6F9kEW3,1134477067.938,3235.923,20.388,13.311,H1,6442.875,2.25
wV98PUXkPD,1129647858.526,135.063,121.663,7.517,L1,91.337044,0.398
1XQi3T3FNq,1130178289.272,234.771,183.481,8.081,H1,253.489014,0.234
JowScLNbVr,1130883167.284,2067.878,170.654,66.89,H1,4067.436523,1.078
vQLnNoG549,1134175541.813,2963.336,19.675,10.722,H1,5897.700684,2
uXntg3udb2,1129801662.956,1813.615,2025.31,9.822,H1,3548.631836,0.016
v2ijegGEcV,1130400022.164,3724.461,13.013,23.482,L1,7433.69873,2.25
IAxZ7v1X2D,1132618378.949,3769.784,677.18,12.921,L1,7484.436523,0.763
cy0BWzHGNC,1126409862.469,444.386,38.519,655.982,L1,824.772766,4.875
SVlNkKrnZN,1132507115.875,1914.953,21.474,318.973,L1,3821.905518,8.969
UlEEhbGBh7,1128388929.871,190.587,134.965,9.842,L1,240.128479,0.242
dVmTA0yRV8,1131471837.797,3979.047,12.239,15.086,L1,7942.870605,2.5
ivByFhwwiV,1133074071.996,3407.012,47.124,110.043,H1,6790.645508,2.5
eCli4i8NHK,1130529772.163,250.227,137.711,25.995,H1,395.537262,0.375
B0hr95jPJX,1134473406.602,2818.174,13.013,16.25,L1,5624.062012,1
mfhlBzV49S,1132150284.813,64.973,65.531,8.442,L1,4.36192,0.75
RfwQtsnyvP,1136287196.375,3741.374,10.362,20.558,L1,7470.462891,4.377
98psfOQ6bP,1130159522.421,4006.347,111.128,7.81,L1,7888.271973,3.304
f6kExVfzAl,1132971215.86,2965.068,137.711,15.914,H1,5894.235352,1
KGVzNiwYWw,1126530888.11,1748.486,121.663,48.335,H1,3432.9729,0.75
JWXlJeILa4,1130838937.144,298.747,137.711,27.877,H1,512.830017,0.375
XZ5yP4ZkGm,1126589097.636,990.461,225.349,365.673,L1,1916.922485,1.375
7QpSpTfAS4,1127316940.889,521.279,821.537,16.289,H1,920.057373,0.488
KiMJRSdsPh,1134498831.813,3984.217,34.175,12.302,H1,7932.532227,1.625
ElnucV9jqc,1129802251.116,1549.513,2025.31,11.291,H1,3020.42749,0.023
xFapuezA2u,1135754208.07,2735.79,13.013,9.808,L1,5456.356934,0.79
nUbMyf0BdE,1128421693.738,206.665,134.965,9.007,L1,178.921906,0.039
w0tJ179ahC,1132756497.359,3344.039,17.422,26.29,L1,6679.079102,2.5
LSa4h7GB2S,1127591051.509,417.84,121.663,22.296,L1,771.680664,0.219
3z4MNVEo1N,1135612046.281,3688.121,10.88,42.871,L1,7366.327148,8.625
irxDIaeaL1,1127939753.394,1521.968,183.495,228.235,H1,2979.936523,1.125
aqmF6Nof5j,1127039737.425,542.099,99.067,43.975,H1,1020.198975,0.75
NcTKD4gacl,1133964946.488,1205.342,30.687,19.925,L1,2374.782471,1.25
ljE7lEqNn3,1127459035.319,177.478,149.414,9.882,H1,258.43045,0.094
F35eiJmzAg,1134478339.875,2375.273,28.787,19.182,H1,4731.680176,6.781
JpEu3cEZj7,1128421706.723,177.831,134.965,7.575,L1,236.588196,0.039
7DyjxLTPui,1136283418.84,3687.642,211.477,3104.493,H1,7367.28418,12.813
TOmRx6N4RN,1130252510.985,3026.439,324.754,1004.775,L1,6034.746582,5.5
cELBIQkNPY,1126888066.365,542.099,80.667,19.836,H1,1020.198975,0.5
QohCuO3Hqi,1134176653.625,2117.966,21.474,16.858,H1,4220.708496,4.75
DZcqkhHAfL,1128388990.926,173.986,127.559,7.532,L1,123.434959,0.047
xoV09XdgtP,1136957660.844,18.342,15.513,13.452,H1,18.44746,3
GEHZinbIST,1132167392.875,3346.349,12.163,7.787,L1,6674.460449,2
EGNQAqQx7Y,1132272655.79,361.062,211.477,25.127,H1,653.803711,0.188
qu3yNS9HTi,1135360893.125,532.042,10.548,12.332,H1,1048.859619,3.75
NLw6hiHYEj,1133417376.664,2473.069,39.717,15.365,L1,4934.562988,1.25
xotUSzXcag,1135684040.9,3977.241,262.065,2370.035,H1,7946.48291,8
O5KYWDf4Fx,1133109023.114,206.987,137.711,10.878,H1,309.057831,0.039
arqmBqqRs5,1134192734.973,1451.252,47.124,65.143,L1,2879.124512,2
8r5hBTS3KV,1134324548.184,69.097,38.027,22.878,H1,109.222214,1
0jcXbQkN9s,1132640316.109,3978.313,10.501,18.553,L1,7944.340332,1.25
aWqSZCOrhP,1127170821.741,300.035,149.414,34.793,L1,536.069153,0.375
A27xfW7GfM,1126961676.534,1016.247,236.873,8.834,H1,1708.101685,0.172
mH7MYdtiBm,1129118966.688,1367.522,34.154,54.269,L1,2671.043701,5.5
mtPgBlD7KV,1136504066.438,376.485,211.477,16.434,L1,622.957153,0.094
Y9ZaGHRgkI,1126842552.453,68.829,60.799,13.214,H1,41.13155,0.688
8DLA4df9oJ,1129307564.381,190.182,190.779,8.415,H1,119.097008,0.164
nX78BGzj8t,1129345567.285,2242.121,591.646,8.02,L1,3342.815186,0.816
EE4445t9sI,1136500086.375,3000.28,10.179,15.232,L1,5992.559082,4.75
KiLC9sEUoe,1132583269.836,2435.093,16.125,11.248,L1,4854.962402,0.375
ccSGomgVB5,1134453063.854,2832.524,58.396,41.963,H1,5636.07666,1.25
ZszPZe0MNn,1133336129.988,1262.776,324.754,39.482,H1,2457.231934,0.813
Sqk9xkWVW8,1128404094.824,173.139,127.559,8.825,L1,111.870872,0.117
Kj4EJRCww2,1127704084.16,1212.732,417.4,102.004,H1,2361.463379,1.375
8hLpoY8yAA,1132995992.551,3701.824,38.027,83.018,L1,7380.269043,1.75
J9hdr0Gz6H,1137221032.982,1741.536,1527.022,9.792,L1,669.621399,0.066
WqwPtSS7Ok,1137213288.425,675.763,262.065,46.392,L1,1266.861816,0.25
WrpT5GAumQ,1132663513.506,291.364,89.676,14.426,H1,527.595764,0.188
hEzyNhb928,1127513660.457,809.473,225.349,67.531,H1,1554.946655,0.438
Fs3uQ2FQiC,1134469789.625,3728.869,18.459,8.059,H1,7424.884277,1.75
ISdqWWFFPX,1134486061.688,2739.227,44.054,20.247,H1,5449.48291,2.25
0kO45PNBFP,1128126745.339,247.28,183.495,38.66,H1,430.560944,0.25
Yd7XJD5flI,1131633833.92,3740.303,211.477,2424.39,H1,7472.605469,9.813
lVcyJkh3M0,1129627042.192,138.07,121.663,7.868,L1,130.556854,0.57
WxXiS6QnjN,1128775988.913,368.471,121.663,11.557,H1,658.344238,0.125
YpbyiXSn1h,1132762978.912,131.491,89.676,10.953,H1,207.849594,0.078
75MM5GP4rI,1134165974.813,51.168,20.388,9.4,H1,73.364082,1.5
vTxAZiSkXH,1128619527.288,378.457,149.414,15.449,L1,638.371704,0.094
snWOD6w5IJ,1126930821.804,1220.863,339.876,21.658,H1,2345.200439,0.121
z5XirTCJEN,1128199469.257,1228.915,276.75,61.369,L1,2393.82959,0.25
sZSjLZFW8i,1132799282.351,824.968,402.439,46.946,H1,1594.804199,0.438
ae6FVXNumh,1132904933.542,443.347,262.065,12.684,H1,818.37384,0.078
zMDuKUtgxW,1128307748.945,1058.452,48.865,103.151,H1,2052.903809,8.133
pHoqJkcvJb,1135703574.384,361.062,211.477,19.224,H1,653.803711,0.25
tW10WYyBVb,1126423747.636,1972.764,183.495,2364.097,H1,3881.52832,13.227
n5Ore9ov9F,1136411584.406,11.86,11.319,8.442,H1,5.4838,0.625
PAm6vhdDX5,1136398160.426,3728.483,444.247,16.279,H1,7326.95166,0.275
8lXNuLpTn6,1126578252.109,64.347,60.799,13.279,H1,50.095501,0.688
ZMvtbOw0eE,1127713580.24,98.79,65.684,11.902,H1,133.579987,0.188
yFta67ZQY1,1133018205.141,671.677,262.065,40.32,H1,1275.033447,0.5
leFPkK5Yu1,1136617557.642,245.164,137.711,9.392,H1,405.663574,0.039
5z1mc0gtWt,1128827498.484,888.347,129.385,8.381,L1,1597.904785,0.688
